zpid,address,cityname,state,zipcode,latitude,longitude,title,square_feet,price,bedrooms
458674632,420 E Archer St,Tulsa,OK,74120,36.159176,-95.98745,The View Residences,,2072,2
2060699138,900 Church St,Nashville,TN,37203,36.16149,-86.7848,Alcove,,1650,0
2060699138,900 Church St,Nashville,TN,37203,36.16149,-86.7848,Alcove,,1655,1
2060699138,900 Church St,Nashville,TN,37203,36.16149,-86.7848,Alcove,,3325,2
2064089694,8001 S Muskegon Ave #G,Chicago,IL,60617,41.74994,-87.55494,"8001-03 S Muskegon Ave, Studio Apartment",626.0,830,0
449984208,2035 7th St,Windsor,CO,80550,40.442482,-104.90917,Pelican Bluff Apartments,,1550,1
449984208,2035 7th St,Windsor,CO,80550,40.442482,-104.90917,Pelican Bluff Apartments,,1700,2
458531065,11308 SW 5th St,Yukon,OK,73099,35.45916,-97.72211,Villas at Canyon Ranch,,1039,1
458531065,11308 SW 5th St,Yukon,OK,73099,35.45916,-97.72211,Villas at Canyon Ranch,,1199,2
441565928,9535 N Main St,Kansas City,MO,64155,39.266087,-94.57917,Staley Crossing,,1865,3
457399911,114 W Market St,Indianapolis,IN,46204,39.76901,-86.16053,The Block,,1399,1
457399911,114 W Market St,Indianapolis,IN,46204,39.76901,-86.16053,The Block,,1899,2
457399911,114 W Market St,Indianapolis,IN,46204,39.76901,-86.16053,The Block,,2459,3
457201014,9800 W 118th St,Overland Park,KS,66210,38.914913,-94.69377,Hunter's Pointe Apartments,,1349,1
457201014,9800 W 118th St,Overland Park,KS,66210,38.914913,-94.69377,Hunter's Pointe Apartments,,1524,2
457201014,9800 W 118th St,Overland Park,KS,66210,38.914913,-94.69377,Hunter's Pointe Apartments,,2317,3
453410334,1550 Perimeter Pkwy NW,Huntsville,AL,35806,34.74675,-86.67162,WaterWalk HuntsVille,,1400,1
453410334,1550 Perimeter Pkwy NW,Huntsville,AL,35806,34.74675,-86.67162,WaterWalk HuntsVille,,1350,2
458579682,6375 Village View Dr,West Des Moines,IA,50266,41.564064,-93.79489,Reserve At Jordan Creek,,950,0
458579682,6375 Village View Dr,West Des Moines,IA,50266,41.564064,-93.79489,Reserve At Jordan Creek,,1200,1
458579682,6375 Village View Dr,West Des Moines,IA,50266,41.564064,-93.79489,Reserve At Jordan Creek,,2100,2
456253003,6035 Williamsburg Ct #6B03D458C,Indianapolis,IN,46226,39.837494,-86.063095,"Arlington Village, 2 bed",800.0,1250,2
449983565,519 Lawrence Ave,Roselle,IL,60172,41.984074,-88.065636,Metro 19 Apartments,,1873,0
